delta_power,delta_rel,theta_power,theta_rel,alpha_power,alpha_rel,beta_power,beta_rel,gamma_power,gamma_rel,spectral_entropy,variance,ptp,mean,label,sample_id
7.313409860348896e-13,0.0024586379064696377,1.890021711185852e-11,0.06353915768301353,1.667984500519637e-10,0.5607466282746749,5.341326209454267e-11,0.17956585696890706,6.173719846978842e-12,0.020754944587478626,2.228138080805841,2.9632218900843554e-10,8.179609721992165e-05,1.4210854715202004e-14,Non-Harmful,epoch_00011
8.769953079718062e-13,0.0029279619028178775,1.713581636612546e-11,0.05721013218386728,1.7212751363127055e-10,0.5746698959024843,5.365823898487859e-11,0.17914494877214587,6.112244797752339e-12,0.02040651728217792,2.163993285430424,3.011108862249756e-10,8.461254765279591e-05,1.4210854715202004e-14,Non-Harmful,epoch_00012
8.123645527970125e-13,0.0026949820930363454,1.7631694769568856e-11,0.05849233759679305,1.6925767037934136e-10,0.5615045476945517,5.505864091471385e-11,0.18265451246141298,5.382074343487919e-12,0.017854784442711383,2.211468659988566,2.986041691688257e-10,8.650099334772676e-05,2.842170943040401e-14,Non-Harmful,epoch_00013
7.09868253588597e-13,0.002455356288620871,1.684453840517311e-11,0.05826340746043182,1.5567534761284918e-10,0.5384639217377581,5.7527745262776764e-11,0.1989821496975977,9.067892378818165e-12,0.03136484335552783,2.301203920389945,2.8741406477017506e-10,7.90729682194069e-05,5.684341886080802e-14,Non-Harmful,epoch_00014
3.337571552464169e-09,0.42884503928470624,8.653007407821711e-10,0.11118261416743046,3.2719500719924355e-11,0.004204133260080144,1.2500894590317113e-10,0.01606241708202619,1.2155678807274084e-10,0.015618848835732007,1.4164221195529594,9.145359136653042e-09,0.0004781978204846382,4.547473508864641e-13,Harmful,epoch_00015
2.5954565163743837e-09,0.414465858007973,6.753929984726348e-10,0.10785283314843246,7.343200006393324e-11,0.011726282725111734,1.0983594806238117e-10,0.01753959281020273,9.87627410409253e-11,0.015771323444064907,1.5699018508466163,7.969203963398286e-09,0.0005172441015020013,-9.094947017729282e-13,Harmful,epoch_00016
7.737284120692967e-13,0.002686115588833119,1.638815987211814e-11,0.05689398375207056,1.6236250538481656e-10,0.5636660744947504,4.9688674398987165e-11,0.1725017729859696,4.0730543937606e-12,0.014140226377347647,2.2285031296712683,2.966840106921609e-10,9.245627006748691e-05,-7.105427357601002e-15,Non-Harmful,epoch_00017
2.0837855885247336e-09,0.4180784759019478,4.247558927847339e-10,0.08522052233384321,2.5865322036966454e-11,0.005189465977439571,1.0911599748752998e-10,0.02189239150962955,7.293925619739072e-11,0.01463410306336556,1.528741846808279,5.882970555148859e-09,0.0003531643596943468,-2.8421709430404007e-13,Harmful,epoch_00018
6.741436293748737e-13,0.00230362367860116,1.8063048561230144e-11,0.06172344372957632,1.6359088389483745e-10,0.5590082251357792,5.479383114771752e-11,0.18723660859956856,6.467323204750741e-12,0.022099561907075443,2.1934508346233565,2.837598211957726e-10,7.943536911625415e-05,2.842170943040401e-14,Non-Harmful,epoch_00019
8.237595718399437e-13,0.0027813815134727247,1.9111783770148216e-11,0.06452994767520191,1.674209035296137e-10,0.565288006312412,5.462309988005232e-11,0.18443206659876146,5.718022626569064e-12,0.019306607134937294,2.1936411118074117,2.981012658942461e-10,7.755702245049179e-05,7.105427357601002e-14,Non-Harmful,epoch_00020
2.981224600517862e-09,0.4232209015074475,8.321574991587699e-10,0.11813482517519144,2.4111437672835745e-11,0.0034229102989307082,1.1878363657263913e-10,0.016862774359862973,1.0835828762045807e-10,0.015382769941106551,1.5422981807262568,8.203765666792151e-09,0.00047107486170716584,-7.958078640513122e-13,Harmful,epoch_00021
7.585836256027156e-13,0.0026870849351935335,1.6548047220704687e-11,0.05861714765896418,1.5696159649802865e-10,0.5559955779676521,5.2830238014139885e-11,0.18713735954647506,4.4725700465257645e-12,0.015842914595036835,2.2552140329636936,2.828464684689891e-10,7.832296250853688e-05,-7.105427357601002e-15,Non-Harmful,epoch_00022
2.1546446848930145e-09,0.41308176803746155,4.687454452367845e-10,0.08986641678580636,3.974711879073389e-11,0.007620193816451281,1.1552498801331579e-10,0.022148090882751076,1.0100698576154254e-10,0.019364744709443563,1.589559369594294,6.060164370325083e-09,0.00033162644831463695,-1.1368683772161603e-12,Harmful,epoch_00023
2.6787261298011344e-09,0.41309327281192354,5.799050111637838e-10,0.08942864905695559,2.2832360134505958e-11,0.0035210372083404324,1.3363293457913095e-10,0.020607879874921395,1.2707110103732377e-10,0.019595962582117214,1.5896633436839664,8.93347706920622e-09,0.00048547956976108253,0.0,Harmful,epoch_00024
5.289056952823001e-13,0.001792056777447299,1.778471705841944e-11,0.06025880043230029,1.6727460389054372e-10,0.5667656640317763,5.52076017280162e-11,0.18705632729195062,6.4421561618219214e-12,0.021827538848877278,2.157678693795232,2.931073161960285e-10,8.05682284408249e-05,5.684341886080802e-14,Non-Harmful,epoch_00025
1.2320964561107761e-12,0.003971361694321554,1.988183424318779e-11,0.06408423182669032,1.7291980347611258e-10,0.5573647098071857,5.703245563532314e-11,0.18383017702864957,5.488605772131783e-12,0.017691178811991143,2.2221065246839813,3.04686498253659e-10,8.646558126201853e-05,-3.552713678800501e-14,Non-Harmful,epoch_00026
2.2016440862256126e-13,0.0006842522990548974,2.0281520115694035e-11,0.06303324344891267,1.8070678980963706e-10,0.5616213681206389,6.020479882858087e-11,0.1871114058367951,4.252151853279679e-12,0.01321532712639825,2.1839386999551347,3.2582861408947394e-10,8.734858420211822e-05,9.947598300641403e-14,Non-Harmful,epoch_00027
2.1131496552584395e-09,0.4033612429289223,4.775303659443342e-10,0.09115172768965694,3.3640701335713175e-11,0.006421388598771241,9.402753662485219e-11,0.017948120213902522,9.79171292658787e-11,0.018690571614950954,1.7070132263873552,7.565743587178986e-09,0.0004135535564273596,1.8189894035458565e-12,Harmful,epoch_00028
1.0032635529635958e-12,0.0034469540909627962,1.903761003008153e-11,0.06540830430996933,1.6048586765071704e-10,0.5513879343132341,5.3994667813467637e-11,0.18551171380643477,5.7676026498157396e-12,0.019815991012634357,2.2271696966592596,2.8529595352821957e-10,8.570692443754524e-05,0.0,Non-Harmful,epoch_00029
2.9097428910773715e-09,0.41189842585341324,1.0497311908608253e-09,0.1485982237161536,1.1702118787870752e-10,0.01656532720693035,8.790096688721105e-11,0.012443116538873774,1.300930561193292e-10,0.018415759411021648,1.6209677125460333,8.008260721226179e-09,0.0004593221237882972,2.2737367544323206e-13,Harmful,epoch_00030
8.856169920676282e-13,0.002846529577466542,2.0179038886895817e-11,0.06485899836033202,1.7500357413213763e-10,0.5624924254970122,6.13047902915144e-11,0.19704443384466325,7.006514183942325e-12,0.02252017524298775,2.131189787690076,3.0920410676316123e-10,8.374159369850531e-05,-5.684341886080802e-14,Non-Harmful,epoch_00031
6.106717779022497e-13,0.0020626830161627305,1.9083720010065058e-11,0.06445961083249371,1.6522562484855285e-10,0.5580871796314419,5.2255688410282955e-11,0.1765054893351167,6.691573185314825e-12,0.022602312502753675,2.2121363022516847,2.901469065008655e-10,8.253781561506912e-05,-5.684341886080802e-14,Non-Harmful,epoch_00032
8.868041934464999e-13,0.0029533737390415537,1.8649326440772773e-11,0.06210889773415853,1.7325679779744974e-10,0.5770068302640368,5.16991781416426e-11,0.17217667234990341,5.895588542099289e-12,0.019634409157178578,2.1506969661985744,3.045674823454192e-10,8.470891771139577e-05,-5.684341886080802e-14,Non-Harmful,epoch_00033
5.122970190424292e-13,0.0017240703696346671,1.8553137758753335e-11,0.06243822213411623,1.7165479454517296e-10,0.5776823484825873,5.351698370483632e-11,0.18010459254709799,3.874725627156517e-12,0.013039895599492804,2.126132996832239,2.96530050514221e-10,7.769823423586786e-05,-7.105427357601002e-15,Non-Harmful,epoch_00034
2.1857731180574547e-09,0.41217264972781326,4.58958994073444e-10,0.08654619417763865,3.7257811419388887e-11,0.00702572958232577,1.3438067325566294e-10,0.025340250417764616,1.2965264972741863e-10,0.024448683964909797,1.601048346628134,6.114164285975221e-09,0.00037332778447307646,-2.842170943040401e-14,Harmful,epoch_00035
3.74798947433419e-09,0.4429894136832232,8.024019261532178e-10,0.0948389960108006,3.2371792746399564e-11,0.0038261477484938366,1.0878384391205254e-10,0.012857584463032177,9.310657279881784e-11,0.01100462698111756,1.29387759901768,1.0975780284638859e-08,0.0004975919728167355,-9.094947017729282e-13,Harmful,epoch_00036
7.884437460553562e-13,0.0025508489271743764,1.9491925109561825e-11,0.06306214806452176,1.7252510531307053e-10,0.5581697895382812,5.896601089350195e-11,0.1907725013737145,6.044899606913456e-12,0.0195570397435677,2.2008461638998806,3.032474826802911e-10,7.81747221481055e-05,4.263256414560601e-14,Non-Harmful,epoch_00037
2.554902511775481e-09,0.4130064017112347,5.916150468826542e-10,0.09563605679084343,3.892113367709449e-11,0.006291698918612734,1.0618769145237517e-10,0.01716550676616278,8.79134482226207e-11,0.014211429494904445,1.6161926230239925,7.822153591519054e-09,0.0004398612945806235,0.0,Harmful,epoch_00038
1.8249868283248816e-09,0.3815246970390007,5.928769974961057e-10,0.12394457501850352,1.034387089871025e-10,0.02162449695301814,1.131631628681351e-10,0.023657453719197183,7.646969602675968e-11,0.015986459275464018,1.906619869262003,5.713111317362518e-09,0.0003328964812681079,2.2737367544323206e-13,Harmful,epoch_00039
6.143563305652244e-13,0.0021469637134154534,1.8872688026076723e-11,0.0659535425138673,1.6249038226057166e-10,0.5678479037914234,5.0764241551690126e-11,0.17740353460712754,5.3907247047312035e-12,0.018838725596628948,2.1799479294201105,2.8878133218057656e-10,7.710220234002918e-05,-3.552713678800501e-14,Non-Harmful,epoch_00040
1.8110537514104408e-09,0.3880459411746798,5.895820776036231e-10,0.12632696960277645,3.597550903011726e-11,0.007708302555878277,1.511259303463297e-10,0.032381039950619396,1.0468220647957827e-10,0.022429762399914555,1.884467185923362,6.005420605248446e-09,0.00032578560058027506,-4.547473508864641e-13,Harmful,epoch_00041
8.136453208233696e-13,0.002578485462780568,1.9928959090614873e-11,0.0631559353791876,1.7413363806451088e-10,0.5518387961428537,6.425197044334849e-11,0.20361792479249802,3.699856068219154e-12,0.011725041418083145,2.1809573819446646,3.094129119585176e-10,9.035016410052776e-05,-2.842170943040401e-14,Non-Harmful,epoch_00042
1.5798446995063387e-09,0.38768024323147965,4.410119006093005e-10,0.10822051113607245,2.0105582129725796e-11,0.004933736191157385,1.2135619592568148e-10,0.029779762256895513,1.288031330898276e-10,0.031607176313497305,1.8700002484543814,5.549874337873462e-09,0.00034911028342321515,0.0,Harmful,epoch_00043
8.411914285792743e-13,0.0030147373832929637,1.6548212778376425e-11,0.059306971035019536,1.5646697132387644e-10,0.5607603830407605,5.065213591441686e-11,0.18153167340605852,5.8288332385574015e-12,0.02088989600730764,2.206243034078242,2.766571138845819e-10,7.60657640057616e-05,1.4210854715202004e-14,Non-Harmful,epoch_00044
7.56163686353728e-13,0.002598587711857519,1.7891163051932113e-11,0.061483720121203414,1.6109784339857214e-10,0.5536193866713216,5.56018589460347e-11,0.19107808272349536,6.99162646181084e-12,0.024027012851104416,2.226221359643805,2.902253715131309e-10,7.817353616701439e-05,-2.842170943040401e-14,Non-Harmful,epoch_00045
2.0007768775087698e-09,0.3801834840513242,6.954535003433904e-10,0.13214863572666416,1.633411253476602e-10,0.031037742799616762,1.2150884898948222e-10,0.023088860167860017,9.360393363189168e-11,0.017786425867431847,1.8045838094193507,6.216777759249226e-09,0.00039761688094586134,-6.821210263296962e-13,Harmful,epoch_00046
1.9254133842849797e-09,0.39004763216537897,6.401770641373261e-10,0.12968620145230594,3.014739673179445e-11,0.006107218744380701,1.1659240586880948e-10,0.023619131459648668,9.987613080325586e-11,0.0202327711272852,1.8639477289472626,6.03387206865591e-09,0.00034479593159630895,-4.547473508864641e-13,Harmful,epoch_00047
6.1349747981429e-13,0.0020511478295029005,1.7444644361853945e-11,0.05832386537284237,1.609860578177802e-10,0.5382356308507151,6.266050124516948e-11,0.2094971134412791,4.8574748281841884e-12,0.016240325801682123,2.2662449413524084,2.947286026344642e-10,8.492167398799211e-05,-2.842170943040401e-14,Non-Harmful,epoch_00048
2.1241561842799683e-09,0.41206212259221725,4.6044887000440404e-10,0.08932183994912653,3.83795478037241e-11,0.0074451954376852,1.139931525909188e-10,0.022113374131909627,1.1442923344984202e-10,0.022197968855065846,1.5934070186055405,6.048862299934399e-09,0.00034425000194460154,-6.536993168992922e-13,Harmful,epoch_00049
1.9269748019468125e-09,0.38120897511023194,6.691240617140437e-10,0.13237126792208395,1.6661152318908634e-10,0.03296037287685266,1.0501593865341885e-10,0.020775060630716935,6.169672758793432e-11,0.01220532114259623,1.8788980820419743,5.863958207896758e-09,0.00033306755358353257,0.0,Harmful,epoch_00050
1.4956189498677164e-12,0.0052707330319207175,1.7513973995034182e-11,0.061721256784016965,1.5594394525697552e-10,0.5495643816673194,5.251197865213317e-11,0.18505824660605835,8.876263873219825e-12,0.03128097380737401,2.253335261077754,2.8116903250108294e-10,7.626178557984531e-05,4.263256414560601e-14,Non-Harmful,epoch_00051
6.738544726554718e-13,0.002117775943532351,1.9627074705069747e-11,0.06168356572378313,1.7900975146645237e-10,0.5625881561925691,5.92329472146394e-11,0.1861560852766216,4.786207454671176e-12,0.015041994109372356,2.1837613457414955,3.1734315175668826e-10,7.724149327259511e-05,2.4868995751603507e-14,Non-Harmful,epoch_00052
6.900329916834091e-13,0.002267075774011537,1.9469273198832737e-11,0.0639655177921358,1.7292631909748835e-10,0.5681424996194575,5.252221715271871e-11,0.17255964213220198,6.57855817346939e-12,0.021613589556947886,2.1987889073735385,2.985465763494233e-10,8.98178041097708e-05,2.842170943040401e-14,Non-Harmful,epoch_00053
2.8536457641337165e-09,0.4061073694243703,1.0464535071808e-09,0.14892264708093872,5.672267863743308e-11,0.0080723045928389,1.3541417032830738e-10,0.01927102977741412,9.851141170164057e-11,0.01401933301156568,1.7060118895995051,7.756272069059378e-09,0.00043793924851343036,9.094947017729282e-13,Harmful,epoch_00054
4.0243288844561687e-13,0.0012680588030386161,1.902469788693864e-11,0.05994648132229576,1.7367954990854528e-10,0.5472611421496116,6.3920425701601e-11,0.20141211325436786,5.302420395120189e-12,0.01670783142355493,2.2346512140409427,3.1793911947630704e-10,9.666605910751969e-05,-6.394884621840902e-14,Non-Harmful,epoch_00055
6.099402666964737e-13,0.002091640398279292,1.5927585747706197e-11,0.0546197449422343,1.5399605202137678e-10,0.5280916528564277,6.437806803491833e-11,0.2207687788745665,5.285738589443784e-12,0.018126142791497612,2.2794845225409053,2.903296492107188e-10,8.057092054514214e-05,0.0,Non-Harmful,epoch_00056
8.308795275066561e-13,0.0026578704963594944,1.80128288587017e-11,0.05762058733494621,1.7659656376123323e-10,0.5649083664246258,5.736531968848421e-11,0.18350384823151294,6.917905105100625e-12,0.022129436659292803,2.196246969313131,3.1859054283600585e-10,8.732665446586907e-05,4.263256414560601e-14,Non-Harmful,epoch_00057
1.3263817127961985e-12,0.0042568035115717676,1.8924451740919002e-11,0.06073490899952744,1.749724393151908e-10,0.561545207476504,5.799934756642658e-11,0.18613934737471127,5.006171746677751e-12,0.01606648317388525,2.183732271101144,3.028512440828024e-10,8.263294876087457e-05,3.552713678800501e-14,Non-Harmful,epoch_00058
1.1294604574524358e-12,0.003626080002581988,1.85464325104176e-11,0.059542454630903976,1.7425324377873253e-10,0.5594318937701412,6.043154052257776e-11,0.19401263600533827,5.6719562586179245e-12,0.018209550435509893,2.1806892514474643,3.0541041917686584e-10,7.59903050493449e-05,-1.4210854715202004e-14,Non-Harmful,epoch_00059
7.452982458619473e-13,0.0024929071886402466,1.9103640436050895e-11,0.0638987181797972,1.7150309644664574e-10,0.5736512924586956,5.009267141169692e-11,0.16755222671427578,5.077120744222813e-12,0.016982182463383937,2.186623108493822,3.025650008314784e-10,8.702794730197638e-05,2.842170943040401e-14,Non-Harmful,epoch_00060
1.9205717016745893e-09,0.3837032014553445,6.650743289426941e-10,0.13287249260132789,9.93256067671755e-11,0.019843858612427514,1.2625269753263613e-10,0.02522351245382129,1.144206092720812e-10,0.02285962770975337,1.8801270460893447,5.757407883777432e-09,0.00031830568332225084,-2.2737367544323206e-13,Harmful,epoch_00061
2.706284361105732e-13,0.0009210666531275245,1.894096164634096e-11,0.06446435711391409,1.7020612003149083e-10,0.5792856935964168,5.1902931605396496e-11,0.1766483233925824,3.4268458296710103e-12,0.011663051616015219,2.1230729699486073,2.89791524110683e-10,7.451524288626388e-05,0.0,Non-Harmful,epoch_00062
8.152469584826738e-13,0.0027807582782888775,1.7484487599070397e-11,0.059638534221882096,1.6012482312310894e-10,0.5461761283818278,6.095465316302215e-11,0.2079126510312562,5.045594909762474e-12,0.017210220373379548,2.2255195488234234,3.028947648253677e-10,7.723935414105654e-05,1.4210854715202004e-14,Non-Harmful,epoch_00063
9.172664797857388e-13,0.0031261556361779296,1.740149869903021e-11,0.05930642232628327,1.618351563870135e-10,0.5515538803829129,5.527175386214195e-11,0.18837285419819907,3.785522026053534e-12,0.012901519109678187,2.252866984035171,2.944572363716702e-10,9.09268346731551e-05,-5.684341886080802e-14,Non-Harmful,epoch_00064
2.1704598118788e-09,0.41541017370058636,4.6200199742274517e-10,0.08842381183426279,2.868768157054946e-11,0.005490612965541757,1.0746655822180262e-10,0.02056831523606026,1.0983163250405381e-10,0.021020973199606843,1.5685074497794622,6.0639804289053245e-09,0.0003441033768467605,-5.684341886080801e-13,Harmful,epoch_00065
7.354470222924181e-13,0.0026253789659623655,1.5811752840204363e-11,0.05644436929294259,1.5143529485950324e-10,0.5405896356602153,5.819588815838758e-11,0.2077461136497475,5.378992986703607e-12,0.019201784244543156,2.247278375864894,2.8540955709921434e-10,8.511275518685579e-05,2.1316282072803006e-14,Non-Harmful,epoch_00066
6.309558995068465e-13,0.002179271168005737,1.678580831190185e-11,0.05797683818217761,1.6194574153916008e-10,0.5593476272960517,5.326299579340443e-11,0.1839661236940659,5.145251791901367e-12,0.01777128780471738,2.2036893806383513,2.9820040881034515e-10,8.554595115128905e-05,0.0,Non-Harmful,epoch_00067
2.1444019893124278e-09,0.4175871430153993,4.5018609239749763e-10,0.08766636343674283,2.7737685412421165e-11,0.005401459643742806,1.0715546245460006e-10,0.020866770152203475,9.242781800339328e-11,0.01799880276531536,1.5389752599044286,5.900215427345756e-09,0.0003486212226562202,-4.547473508864641e-13,Harmful,epoch_00068
2.7107295900129225e-13,0.000941554959122457,1.5660189887477943e-11,0.05439468954660254,1.5783690326953703e-10,0.548236605943626,5.7506555669727816e-11,0.19974542231128908,6.050881855030471e-12,0.02101735945428947,2.22883706490267,2.912796115417393e-10,7.779189763823524e-05,1.4210854715202004e-14,Non-Harmful,epoch_00069
6.74601108481554e-13,0.0024960258380410656,1.4702867666849945e-11,0.054400648217671134,1.435796412319057e-10,0.5312450421822903,5.723830141953455e-11,0.21178186260369505,4.781390561259258e-12,0.017691157385631706,2.2635279108554536,2.782686858715522e-10,8.628826617496088e-05,-4.263256414560601e-14,Non-Harmful,epoch_00070
1.9370001158591776e-09,0.3886252303665169,6.810985456184859e-10,0.13665052316007564,2.3157099501847078e-11,0.004646067418810596,1.0779703258495532e-10,0.02162759117986591,1.1651515516297728e-10,0.023376730153842944,1.8738021747493168,6.153249465512545e-09,0.0003739302046597004,-4.547473508864641e-13,Harmful,epoch_00071
2.372178453668994e-09,0.41435937158960834,4.957834628949165e-10,0.08660078832261532,5.025943376757436e-11,0.008779047529148315,1.1271307671922859e-10,0.01968811392206826,1.1032694289397904e-10,0.01927131690124131,1.563235120763826,8.326495937183154e-09,0.0005007089348509908,-2.2737367544323206e-13,Harmful,epoch_00072
5.692999782529184e-13,0.0020575584395258278,1.7656650772544802e-11,0.06381449534268192,1.526412538033206e-10,0.551674533602911,5.7313334850608855e-11,0.20714129689787222,5.879521804315335e-12,0.021249710470690894,2.157616697165365,2.7445440364815e-10,7.840836042305455e-05,0.0,Non-Harmful,epoch_00073
2.9482698504779137e-09,0.4208860413783198,6.483579714777754e-10,0.09255761305808691,3.10880488019194e-11,0.004438035342082027,1.1176342490371027e-10,0.015955006788466335,9.507391054985881e-11,0.013572462453937208,1.5236064946488699,8.992676825414492e-09,0.0004673778312280774,-9.094947017729282e-13,Harmful,epoch_00074
2.3566979479028305e-09,0.41059788647265677,6.419130539614404e-10,0.11183789738108735,3.222719313633604e-11,0.00561481262395162,1.2816518246000497e-10,0.022329697823299598,7.072824747753059e-11,0.012322694537088157,1.6595934690590364,7.156026438082108e-09,0.00038482225500047207,4.547473508864641e-13,Harmful,epoch_00075
2.1053427889938803e-09,0.3898097962391451,5.45948328212198e-10,0.10108377965338422,3.64486357762317e-11,0.006748561497635049,1.168928747199982e-10,0.02164302550378786,1.4172348277580182e-10,0.026240478382875767,1.8413128732780157,6.9742727148991435e-09,0.00039788539288565516,0.0,Harmful,epoch_00076
2.0683459389658765e-09,0.4205051039462264,4.3408944754713685e-10,0.08825256202259513,2.494229042054874e-11,0.005070892749785244,1.1116948594319664e-10,0.022601314103947723,9.3278358561516e-11,0.01896395816768192,1.5142432938665253,5.8204880915013746e-09,0.00033245334634557366,1.9895196601282805e-13,Harmful,epoch_00077
9.621073469162633e-13,0.003205405130963787,1.818199123161321e-11,0.06057603465117702,1.680741101850458e-10,0.5599641421470283,5.896552874879585e-11,0.1964525154154479,5.7778599070988645e-12,0.019249808092169744,2.1571217094157626,2.9811214607988745e-10,7.720213034190238e-05,0.0,Non-Harmful,epoch_00078
8.229275550927784e-13,0.0027632003528462092,1.8478249529454982e-11,0.062045687137081966,1.7004826713407084e-10,0.5709827418438749,5.2407386644335446e-11,0.1759718803571343,4.068417532119423e-12,0.013660804879732901,2.1672073434156127,2.960474088098408e-10,8.138544217217714e-05,5.684341886080802e-14,Non-Harmful,epoch_00079
2.0796060429262297e-09,0.4012170524799859,4.615884827141592e-10,0.08905396823750882,2.082329794705906e-11,0.0040174254415397195,1.099903987333839e-10,0.0212203766819272,1.0011326490033667e-10,0.019314787622439104,1.7216682479239158,8.102203352677861e-09,0.0004589892050717026,9.094947017729282e-13,Harmful,epoch_00080
3.922051128313342e-09,0.452549710820378,8.391461622792029e-10,0.09682570182066828,3.168994580637907e-11,0.0036565754349963536,9.882482158996009e-11,0.01140299883128878,5.683832788108689e-11,0.006558346131801037,1.1731051128058465,1.077674216531932e-08,0.0005677535082213581,1.8189894035458565e-12,Harmful,epoch_00081
2.1095654112457396e-09,0.40322304133384684,5.449303040055975e-10,0.10415816135625813,2.0185735027933305e-11,0.0038583081738697944,8.268027842234238e-11,0.015803536190944198,8.780572102740081e-11,0.016783215012172743,1.7268676329174382,6.9771957100783766e-09,0.00038742664037272334,9.094947017729282e-13,Harmful,epoch_00082
7.210437759017085e-13,0.00236129823038533,1.9082518334587184e-11,0.06249206813886813,1.7642645677717894e-10,0.5777672508997513,5.194612779204147e-11,0.17011491358804626,5.072982019269784e-12,0.016613170885357274,2.151835600505269,3.062331499492643e-10,8.426650310866535e-05,8.526512829121202e-14,Non-Harmful,epoch_00083
4.0033101278424965e-09,0.45025200945332994,8.348222356457935e-10,0.09389239832348763,2.2960302062391413e-11,0.002582343563479701,1.206275114518096e-10,0.013566967757205117,7.442695461670756e-11,0.008370794368540314,1.1955362493699448,1.1580457481841222e-08,0.0005592830711975694,1.8189894035458565e-12,Harmful,epoch_00084
2.239956220506656e-09,0.4095269027959495,6.043977887615348e-10,0.11050088935767055,2.7079021316933627e-11,0.004950805568941417,1.0302207524570672e-10,0.018835328569699678,1.1058006246789098e-10,0.020217140888233467,1.6662133475720324,6.8885039894439615e-09,0.00039063754957169294,0.0,Harmful,epoch_00085
5.730759291590337e-13,0.0017964416779083312,1.9598329090240313e-11,0.06143558541489646,1.8317348332574923e-10,0.5742004907044446,5.905580462584742e-11,0.18512434976629932,3.7616745926939005e-12,0.011791856319913354,2.1229004408424306,3.083298061312689e-10,8.177859126590192e-05,-4.263256414560601e-14,Non-Harmful,epoch_00086
